#section	characterInfo									
//ResourceFileID (info)	ResourceTypeName	Size	Ride Type	ride	Die Bsr	Die Effect	DamageBone	DamagePos	BloodType	Dead Effect
//기획쪽에서 만든 캐릭터 ID	핸들문서(사운드)에 있는 캐릭터 ID			탈것에 대한 설정	죽을때 바뀔 BSR	죽을때 나올 효과	데미지가 나올 위치(본)	본으로부터의 포지션(위치)	피 타입	죽을 때 효과

//Character_China										
-	SKILL_CH_COLD_GIGONGSUL_B	SHOT	1	FALSE	NOR|CRI|HWAN	none	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,800,200,300	0,0,0	false,0,0,0,0,false	skill\china\	cold_gigongsul_ice_b.efp	none	-25,100,43	none	-25,0,43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	SKILL_CH_COLD_GIGONGSUL_B	SHOT	1	FALSE	NOR|CRI|HWAN	none	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,800,200,300	0,0,0	false,0,0,0,0,false	skill\china\	cold_gigongsul_ice_b.efp	none	-50,100,0	none	-50,0,0	skill\china\cold_gigongsul_hit_b.efp	0	none	skill\csk_cold_icewind.wav	none
-	SKILL_CH_COLD_GIGONGSUL_B	SHOT	1	FALSE	NOR|CRI|HWAN	none	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,900,200,300	0,0,0	false,0,0,0,0,false	skill\china\	cold_gigongsul_ice_b.efp	none	-25,100,-43	none	-25,0,-43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	SKILL_CH_COLD_GIGONGSUL_B	SHOT	1	FALSE	NOR|CRI|HWAN	none	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,900,200,300	0,0,0	false,0,0,0,0,false	skill\china\	cold_gigongsul_ice_b.efp	none	25,100,-43	none	25,0,-43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	monster\Cara_Plana_IceHit.wav
//Character_China_Skill_Lighting (풍뢰비공)																											
뇌호결	SKILL_CH_LIGHTNING_GIGONGTA_A	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_motion_a.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GIGONGTA_A	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_keep_a.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
뇌전결	SKILL_CH_LIGHTNING_GIGONGTA_B	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_motion_b.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GIGONGTA_B	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_keep_b.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
뇌왕결	SKILL_CH_LIGHTNING_GIGONGTA_C	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_motion_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GIGONGTA_C	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_keep_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
뇌룡결	SKILL_CH_LIGHTNING_GIGONGTA_D	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_motion_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GIGONGTA_D	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gigongta_keep_d.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
필 관통섬공	SKILL_CH_LIGHTNING_GWANTONG_A	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_A	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_A	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gwantong_effect_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
섬 관통섬공	SKILL_CH_LIGHTNING_GWANTONG_B	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_B	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_B	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gwantong_effect_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
쾌 관통섬공	SKILL_CH_LIGHTNING_GWANTONG_C	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_C	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_C	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_C	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_C	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gwantong_effect_b.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
기 관통섬공	SKILL_CH_LIGHTNING_GWANTONG_D	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_D	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_D	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_D	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_GWANTONG_D	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gwantong_effect_b.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
초상비 류	SKILL_CH_LIGHTNING_GYEONGGONG_A	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gyeonggong_keep_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
귀영신보환영	SKILL_CH_LIGHTNING_GYEONGGONG_B	WAIT	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	true,0,0,10,1000,false	skill\china\	lightning_bobeop_move_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
초상비 쾌	SKILL_CH_LIGHTNING_GYEONGGONG_C	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_gyeonggong_keep_b.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
진명 사자후	SKILL_CH_LIGHTNING_CHUNDUNG_A	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_attack_motion_shoot_a.efp	none	0,10,-10	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_CHUNDUNG_A	SHOT	1	TRUE	none	none	0	0	0	0	1	0,0	AT_TARGET	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_chundung_hit_a.efp	none	0,10,0	none	0,0,0	none	0	none	none	none
낭천 사자후	SKILL_CH_LIGHTNING_CHUNDUNG_B	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_attack_motion_shoot_a.efp	none	0,10,-10	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_CHUNDUNG_B	SHOT	1	TRUE	none	none	0	0	0	0	1	0,0	AT_TARGET	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_chundung_hit_b.efp	none	0,10,0	none	0,0,0	none	0	none	none	none
광야 사자후	SKILL_CH_LIGHTNING_CHUNDUNG_C	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_attack_motion_shoot_b.efp	none	0,10,-10	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_CHUNDUNG_C	SHOT	1	TRUE	none	none	0	0	0	0	1	0,0	AT_TARGET	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_chundung_hit_c.efp	none	0,10,0	none	0,0,0	none	0	none	none	none
정신집중 일결	SKILL_CH_LIGHTNING_JIPJUNG_A	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_A	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_A	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_jipjung_effect_a.efp	Bip01 Head	0,0,0	none	0,0,0	none	0	none	none	none
정신집중 이결	SKILL_CH_LIGHTNING_JIPJUNG_B	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_B	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_B	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_jipjung_effect_a.efp	Bip01 Head	0,0,0	none	0,0,0	none	0	none	none	none
정신집중 삼결	SKILL_CH_LIGHTNING_JIPJUNG_C	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_C	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_C	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_C	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_JIPJUNG_C	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_jipjung_effect_b.efp	Bip01 Head	0,0,0	none	0,0,0	none	0	none	none	none
뇌전 십랑결	SKILL_CH_LIGHTNING_STORM_A	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_A	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_A	SHOT	1	TRUE	none	none	0	0	0	0	1	0,0	AT_MOV_SPLASH	MOV_STRAIGHT,0,400,400	0,0,0	false,0,0,0,0,false	skill\china\	lightning_storm_shoot_a.efp	none	0,10,0	none	0,10,0	none	0	none	skill\csk_light_Bolt_Hit.wav	none
뇌전 백호결	SKILL_CH_LIGHTNING_STORM_B	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	lightning_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_B	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_LIGHTNING_STORM_B	SHOT	1	TRUE	none	none	0	0	0	0	1	0,0	AT_MOV_SPLASH	MOV_STRAIGHT,0,400,400	0,0,0	false,0,0,0,0,false	skill\china\	lightning_storm_shoot_a.efp	none	0,10,0	none	0,10,0	none	0	none	skill\csk_light_Bolt_Hit.wav	none
//Character_China_Skill_Fire (화령신공)																											
화류결	SKILL_CH_FIRE_GIGONGTA_A	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_motion_a.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GIGONGTA_A	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_keep_a.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
화극결	SKILL_CH_FIRE_GIGONGTA_B	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_motion_b.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GIGONGTA_B	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_keep_b.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
화독결	SKILL_CH_FIRE_GIGONGTA_C	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_motion_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GIGONGTA_C	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_keep_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
화혼결	SKILL_CH_FIRE_GIGONGTA_D	ACT_S	0	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_motion_c.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GIGONGTA_D	ACT_L	0	FALSE	none	none	0	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gigongta_keep_d.efp	Bip01 R Finger2	0,0,0	none	0,0,0	none	0	none	none	none
화염 방패술 불사조	SKILL_CH_FIRE_SHIELD_A	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_shield_effect_a.efp	Bip01 L Hand	0,0,0	none	0,0,0	none	0	none	none	none
화염 방패술 불사화	SKILL_CH_FIRE_SHIELD_B	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_shield_effect_a.efp	Bip01 L Hand	0,0,0	none	0,0,0	none	0	none	none	none
화염 방패술 불사왕	SKILL_CH_FIRE_SHIELD_C	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_shield_effect_b.efp	Bip01 L Hand	0,0,0	none	0,0,0	none	0	none	none	none
화염 방패술 불사황	SKILL_CH_FIRE_SHIELD_D	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_shield_effect_b.efp	Bip01 L Hand	0,0,0	none	0,0,0	none	0	none	none	none
화염체 일결	SKILL_CH_FIRE_GONGUP_A	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_A	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_A	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_A	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gongup_effect_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
화염체 이결	SKILL_CH_FIRE_GONGUP_B	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_B	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_motion_keep.efp	Bip01 L HandMid	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_B	SHOT	0	FALSE	none	none	0	0	0	1	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_B	SHOT	1	FALSE	none	none	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_gongup_effect_a.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
화염체 이결	SKILL_CH_FIRE_GONGUP_C	READY	0	FALSE	none	none	1	0	0	0	1	500,500	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_assist_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	SKILL_CH_FIRE_GONGUP_C	READY	0	FALSE	none	none	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	skill\china\	fire_motion_keep.efp	Bip01 R HandMid	0,0,0	none	0,0,0	none	0	none	none	none
